i,k,v
354,2126,-1.0
591,2126,1.0
946,2126,1.0
1531,2126,1.0
1532,2126,-1.0
354,2127,-1.0
591,2127,1.0
921,2127,1.0
922,2127,-1.0
946,2127,1.0
619,2128,1.0
845,2128,-1.0
946,2128,1.0
1531,2128,1.0
1532,2128,-1.0
619,2129,1.0
845,2129,-1.0
921,2129,1.0
922,2129,-1.0
946,2129,1.0
493,2130,-1.0
605,2130,1.0
946,2130,1.0
1531,2130,1.0
1532,2130,-1.0
493,2131,-1.0
605,2131,1.0
921,2131,1.0
922,2131,-1.0
946,2131,1.0
684,2132,1.0
946,2132,1.0
1531,2132,1.0
1532,2132,-1.0
1606,2132,-1.0
684,2133,1.0
921,2133,1.0
922,2133,-1.0
946,2133,1.0
1606,2133,-1.0
459,2134,-1.0
596,2134,1.0
760,2134,1.0
761,2134,-1.0
946,2134,1.0
626,2135,1.0
760,2135,1.0
761,2135,-1.0
932,2135,-1.0
946,2135,1.0
563,2136,-1.0
609,2136,1.0
760,2136,1.0
761,2136,-1.0
946,2136,1.0
691,2137,1.0
760,2137,1.0
761,2137,-1.0
946,2137,1.0
1641,2137,-1.0
1419,2138,-1.0
1657,2138,1.0
1402,2139,-1.0
1419,2139,1.0
272,2140,-1.0
946,2140,-1.0
1331,2140,1.0
1408,2140,1.0
915,2141,1.0
1421,2141,-1.0
529,2142,1.0
946,2142,-2.0
952,2142,-2.0
1188,2142,2.0
1463,2142,-1.0
1472,2142,1.0
424,2143,1.0
459,2143,-1.0
845,2143,1.0
932,2143,-1.0
946,2143,-1.0
1331,2143,1.0
1350,2143,1.0
1454,2143,-1.0
721,2144,1.0
888,2144,1.0
943,2144,1.0
946,2144,-1.0
1214,2144,-1.0
1423,2144,-1.0
716,2145,1.0
952,2145,1.0
1183,2145,-1.0
1184,2145,1.0
1424,2145,-1.0
1289,2146,-1.0
1394,2146,1.0
1424,2146,1.0
1426,2146,-1.0
1425,2147,-1.0
1426,2147,1.0
80,2148,1.0
946,2148,-1.0
1446,2148,-1.0
1465,2148,1.0
369,2149,-1.0
882,2149,1.0
1446,2149,-1.0
1447,2149,1.0
952,2150,1.0
1331,2150,1.0
1429,2150,1.0
1431,2150,-1.0
1439,2150,-1.0
400,2151,1.0
459,2151,-1.0
946,2151,-1.0
1331,2151,1.0
1430,2151,-1.0
1431,2151,1.0
459,2152,-1.0
952,2152,-1.0
1350,2152,1.0
1435,2152,-1.0
1438,2152,1.0
304,2153,-1.0
338,2153,1.0
532,2153,1.0
1435,2153,-1.0
1188,2154,1.0
1394,2154,1.0
1432,2154,-1.0
1188,2155,1.0
1394,2155,1.0
1435,2155,-1.0
400,2156,1.0
459,2156,-1.0
1350,2156,1.0
1435,2156,-1.0
1440,2156,1.0
1553,2156,-1.0
400,2157,1.0
459,2157,-1.0
1350,2157,1.0
1435,2157,-1.0
1439,2157,1.0
1552,2157,-1.0
952,2158,1.0
954,2158,-1.0
1435,2158,1.0
1437,2158,-1.0
1177,2159,1.0
1179,2159,-1.0
1435,2159,1.0
1437,2159,-1.0
1436,2160,-1.0
1437,2160,1.0
289,2161,-1.0
765,2161,1.0
929,2161,1.0
946,2161,-1.0
952,2161,1.0
882,2162,1.0
946,2162,-1.0
1465,2162,1.0
1469,2162,-1.0
946,2163,-1.0
952,2163,2.0
1183,2163,-1.0
1184,2163,1.0
1469,2163,1.0
1470,2163,-1.0
158,2164,1.0
1001,2164,-1.0
1394,2164,1.0
1460,2164,-1.0
1508,2164,1.0
671,2165,-1.0
952,2165,1.0
1183,2165,-1.0
1184,2165,1.0
1428,2165,1.0
727,2166,-1.0
952,2166,3.0
1428,2166,-1.0
1441,2166,1.0
177,2167,-1.0
952,2167,-1.0
1185,2167,1.0
1186,2167,-1.0
1443,2167,1.0
354,2168,1.0
459,2168,-1.0
952,2168,1.0
1442,2168,1.0
1443,2168,-1.0
579,2169,-1.0
582,2169,1.0
952,2169,1.0
1465,2169,1.0
1471,2169,-1.0
952,2170,1.0
954,2170,-1.0
1443,2170,1.0
1445,2170,-1.0
1444,2171,-1.0
1445,2171,1.0
1449,2172,-1.0
1450,2172,1.0
1448,2173,1.0
1450,2173,-1.0
1452,2174,-1.0
1453,2174,1.0
1455,2175,-1.0
1456,2175,1.0
369,2176,-1.0
882,2176,1.0
1470,2176,1.0
1472,2176,-1.0
287,2177,1.0
304,2177,-1.0
532,2177,1.0
952,2177,1.0
1457,2177,-1.0
304,2178,-1.0
532,2178,1.0
952,2178,1.0
1176,2178,1.0
1457,2178,-1.0
354,2179,1.0
459,2179,-1.0
946,2179,-1.0
952,2179,1.0
1331,2179,1.0
1457,2179,1.0
1459,2179,-1.0
1458,2180,-1.0
1459,2180,1.0
269,2181,1.0
398,2181,-1.0
952,2181,1.0
1386,2181,-1.0
1457,2181,1.0
943,2182,1.0
952,2182,-2.0
1214,2182,1.0
1217,2182,-2.0
945,2183,1.0
954,2183,-2.0
1216,2183,1.0
1219,2183,-2.0
946,2184,-1.0
952,2184,2.0
1183,2184,-1.0
1184,2184,1.0
1465,2184,1.0
1475,2184,-1.0
946,2185,-1.0
952,2185,2.0
1185,2185,-1.0
1186,2185,1.0
1465,2185,1.0
1475,2185,-1.0
400,2186,1.0
459,2186,-1.0
532,2186,-1.0
1350,2186,1.0
1427,2186,1.0
1464,2186,-1.0
158,2187,-1.0
946,2187,1.0
1464,2187,1.0
952,2188,2.0
954,2188,-2.0
1465,2188,1.0
1467,2188,-1.0
952,2189,3.0
954,2189,-3.0
1465,2189,1.0
1467,2189,-1.0
952,2190,1.0
954,2190,-1.0
1465,2190,-1.0
1467,2190,1.0
1466,2191,-1.0
1467,2191,1.0
784,2192,1.0
1397,2192,-1.0
1398,2192,1.0
1465,2192,-1.0
784,2193,1.0
786,2193,-1.0
1465,2193,-1.0
1467,2193,1.0
354,2194,1.0
459,2194,-1.0
532,2194,-1.0
1331,2194,1.0
1465,2194,-1.0
1468,2194,1.0
1473,2195,-1.0
1474,2195,1.0
1289,2196,-1.0
1394,2196,1.0
1462,2196,1.0
1474,2196,-1.0
354,2197,1.0
459,2197,-1.0
946,2197,-1.0
952,2197,1.0
1331,2197,1.0
1476,2197,1.0
1478,2197,-1.0
1477,2198,-1.0
1478,2198,1.0
946,2199,3.0
949,2199,1.0
952,2199,-5.0
1185,2199,3.0
1186,2199,-3.0
1451,2199,-1.0
354,2200,1.0
459,2200,-1.0
946,2200,-1.0
952,2200,1.0
1331,2200,1.0
1454,2200,1.0
1456,2200,-1.0
492,2201,1.0
1499,2201,-1.0
396,2202,-1.0
952,2202,1.0
1183,2202,-1.0
1184,2202,1.0
1485,2202,1.0
694,2203,1.0
716,2203,1.0
790,2203,-1.0
1421,2203,-1.0
946,2204,1.0
1220,2204,1.0
1486,2204,-1.0
1465,2205,-1.0
1467,2205,1.0
1486,2205,1.0
1488,2205,-1.0
1487,2206,-1.0
1488,2206,1.0
290,2207,1.0
369,2207,-1.0
529,2207,1.0
952,2207,1.0
1214,2207,-1.0
1451,2207,1.0
1465,2207,1.0
1489,2207,-1.0
354,2208,1.0
459,2208,-1.0
946,2208,-1.0
952,2208,1.0
1331,2208,1.0
1489,2208,1.0
1491,2208,-1.0
1490,2209,-1.0
1491,2209,1.0
1493,2210,-1.0
1494,2210,1.0
1495,2211,1.0
1500,2211,-1.0
946,2212,-1.0
952,2212,1.0
1331,2212,1.0
1507,2212,1.0
1508,2212,-1.0
304,2213,-1.0
532,2213,1.0
673,2213,1.0
674,2213,-1.0
952,2213,1.0
369,2214,1.0
674,2214,1.0
675,2214,-1.0
882,2214,-1.0
675,2215,-1.0
676,2215,1.0
676,2216,-1.0
679,2216,1.0
952,2216,-1.0
1185,2216,1.0
1186,2216,-1.0
675,2217,1.0
678,2217,-1.0
946,2217,1.0
354,2218,1.0
459,2218,-1.0
952,2218,1.0
1064,2218,1.0
1065,2218,-1.0
665,2219,-1.0
666,2219,1.0
667,2219,1.0
668,2219,-1.0
667,2220,1.0
668,2220,-1.0
669,2220,-1.0
670,2220,1.0
630,2221,1.0
790,2221,1.0
1484,2221,-1.0
952,2222,2.0
954,2222,-2.0
1183,2222,1.0
1184,2222,-1.0
1185,2222,-1.0
1186,2222,1.0
532,2223,1.0
946,2223,-1.0
1447,2223,1.0
1468,2223,-1.0
1501,2223,-1.0
943,2224,-1.0
946,2224,2.0
1531,2224,1.0
1532,2224,-1.0
952,2225,1.0
954,2225,-1.0
1518,2225,1.0
1520,2225,-1.0
952,2226,1.0
954,2226,-1.0
1518,2226,1.0
1520,2226,-1.0
1519,2227,-1.0
1520,2227,1.0
354,2228,1.0
459,2228,-1.0
946,2228,-1.0
952,2228,1.0
1331,2228,1.0
1504,2228,1.0
1506,2228,-1.0
1505,2229,-1.0
1506,2229,1.0
300,2230,1.0
458,2230,-1.0
888,2230,1.0
300,2231,1.0
888,2231,1.0
1509,2231,-1.0
114,2232,1.0
952,2232,1.0
1183,2232,-1.0
1184,2232,1.0
1509,2232,-1.0
144,2233,1.0
1188,2233,1.0
1509,2233,-1.0
1512,2234,-1.0
1513,2234,1.0
946,2235,-1.0
1327,2235,-1.0
1331,2235,1.0
1509,2235,1.0
400,2236,1.0
459,2236,-1.0
1350,2236,1.0
1509,2236,-1.0
1514,2236,1.0
1554,2236,-1.0
354,2237,1.0
459,2237,-1.0
946,2237,-1.0
952,2237,1.0
1331,2237,1.0
1509,2237,1.0
1511,2237,-1.0
952,2238,1.0
954,2238,-1.0
1509,2238,-1.0
1511,2238,1.0
952,2239,1.0
954,2239,-1.0
1509,2239,1.0
1511,2239,-1.0
1177,2240,1.0
1179,2240,-1.0
1509,2240,1.0
1511,2240,-1.0
1510,2241,-1.0
1511,2241,1.0
952,2242,1.0
954,2242,-1.0
1515,2242,-1.0
1517,2242,1.0
1516,2243,-1.0
1517,2243,1.0
244,2244,1.0
251,2244,1.0
378,2244,1.0
400,2244,1.0
459,2244,-1.0
529,2244,1.0
579,2244,-1.0
692,2244,-1.0
946,2244,1.0
952,2244,1.0
1350,2244,1.0
1576,2244,-1.0
790,2245,1.0
1402,2245,-1.0
1421,2245,1.0
1657,2245,-1.0
694,2246,-1.0
716,2246,1.0
790,2246,1.0
1657,2246,-1.0
946,2247,1.0
952,2247,-1.0
1151,2247,-1.0
1152,2247,1.0
1521,2247,1.0
1524,2247,-1.0
948,2248,1.0
954,2248,-1.0
1151,2248,-1.0
1152,2248,1.0
1523,2248,1.0
1526,2248,-1.0
128,2249,1.0
129,2249,-1.0
946,2249,1.0
952,2249,-1.0
1521,2249,1.0
1524,2249,-1.0
128,2250,1.0
129,2250,-1.0
948,2250,1.0
954,2250,-1.0
1523,2250,1.0
1526,2250,-1.0
1525,2251,-1.0
1526,2251,1.0
1522,2252,-1.0
1523,2252,1.0
354,2253,1.0
459,2253,-1.0
680,2253,1.0
952,2253,1.0
1518,2253,-1.0
130,2254,1.0
1331,2254,-1.0
1515,2254,1.0
1518,2254,-1.0
632,2255,1.0
680,2255,1.0
685,2255,-1.0
1136,2255,-1.0
354,2256,1.0
459,2256,-1.0
952,2256,1.0
1504,2256,-1.0
1507,2256,1.0
354,2257,1.0
459,2257,-1.0
1507,2257,-1.0
1508,2257,1.0
139,2258,-1.0
251,2258,-1.0
952,2258,-1.0
1350,2258,1.0
1507,2258,1.0
630,2259,-1.0
790,2259,1.0
163,2260,1.0
343,2260,1.0
459,2260,-1.0
662,2260,-1.0
952,2261,-1.0
1185,2261,1.0
1186,2261,-1.0
1531,2261,-1.0
1532,2261,1.0
806,2262,1.0
860,2262,1.0
946,2262,-1.0
1533,2262,-1.0
946,2263,-1.0
1331,2263,1.0
1533,2263,-1.0
1534,2263,1.0
806,2264,-1.0
952,2264,1.0
1533,2264,1.0
1606,2264,1.0
1609,2264,-1.0
860,2265,2.0
946,2265,-1.0
1534,2265,-1.0
862,2266,2.0
948,2266,-1.0
1536,2266,-1.0
1289,2267,-1.0
1394,2267,1.0
1533,2267,1.0
1536,2267,-1.0
1535,2268,-1.0
1536,2268,1.0
946,2269,-1.0
1016,2269,1.0
1188,2269,1.0
1394,2269,1.0
1558,2269,-1.0
206,2270,-1.0
790,2270,1.0
946,2270,1.0
1435,2270,-1.0
1558,2270,1.0
946,2271,1.0
1016,2271,-1.0
1435,2271,-1.0
1558,2271,1.0
206,2272,-1.0
790,2272,1.0
1016,2272,1.0
400,2273,1.0
459,2273,-1.0
1350,2273,1.0
1555,2273,-1.0
1558,2273,-1.0
1561,2273,1.0
952,2274,1.0
954,2274,-1.0
1558,2274,1.0
1560,2274,-1.0
1559,2275,-1.0
1560,2275,1.0
132,2276,-1.0
902,2276,1.0
952,2276,-1.0
1183,2276,1.0
1184,2276,-1.0
354,2277,1.0
459,2277,-1.0
946,2277,-1.0
952,2277,1.0
1331,2277,1.0
1562,2277,1.0
1564,2277,-1.0
1563,2278,-1.0
1564,2278,1.0
1566,2279,-1.0
1567,2279,1.0
1569,2280,-1.0
1570,2280,1.0
354,2281,1.0
459,2281,-1.0
946,2281,-1.0
952,2281,1.0
1331,2281,1.0
1571,2281,1.0
1573,2281,-1.0
1572,2282,-1.0
1573,2282,1.0
1574,2283,-1.0
1575,2283,1.0
247,2284,1.0
945,2284,1.0
948,2284,-1.0
1190,2284,1.0
1216,2284,-1.0
1575,2284,-1.0
948,2285,-1.0
1333,2285,1.0
1578,2285,1.0
1580,2285,-1.0
1579,2286,-1.0
1580,2286,1.0
166,2287,1.0
369,2287,-1.0
882,2287,1.0
1576,2287,-1.0
400,2288,1.0
459,2288,-1.0
1350,2288,1.0
1556,2288,-1.0
1576,2288,-1.0
1581,2288,1.0
952,2289,1.0
954,2289,-1.0
1576,2289,1.0
1578,2289,-1.0
1577,2290,-1.0
1578,2290,1.0
196,2291,-1.0
278,2291,1.0
952,2291,1.0
1582,2291,1.0
1584,2291,-1.0
81,2292,-1.0
354,2292,1.0
459,2292,-1.0
952,2292,1.0
1331,2292,1.0
1597,2292,-1.0
1619,2292,1.0
309,2293,1.0
948,2293,-1.0
954,2293,2.0
1608,2293,-1.0
1624,2293,1.0
314,2294,1.0
948,2294,-1.0
954,2294,2.0
1592,2294,-1.0
1624,2294,1.0
1591,2295,-1.0
1592,2295,1.0
946,2296,-1.0
952,2296,3.0
1183,2296,-2.0
1184,2296,2.0
1593,2296,-1.0
1594,2296,1.0
1590,2297,-1.0
1593,2297,1.0
196,2298,-1.0
278,2298,1.0
1583,2298,1.0
1590,2298,-1.0
1289,2299,-1.0
1331,2299,1.0
1589,2299,1.0
1590,2299,-1.0
312,2300,-1.0
952,2300,-1.0
1350,2300,1.0
1590,2300,1.0
1641,2300,-1.0
952,2301,1.0
1588,2301,1.0
1590,2301,-1.0
1595,2301,-1.0
1606,2301,1.0
354,2302,1.0
459,2302,-1.0
881,2302,-1.0
952,2302,1.0
1331,2302,1.0
1596,2302,-1.0
1597,2302,1.0
354,2303,1.0
378,2303,-1.0
459,2303,-1.0
952,2303,1.0
1331,2303,1.0
1596,2303,1.0
1598,2303,-1.0
952,2304,-1.0
1185,2304,1.0
1186,2304,-1.0
1589,2304,-1.0
1598,2304,1.0
946,2305,-1.0
952,2305,1.0
1331,2305,1.0
1599,2305,-1.0
1601,2305,1.0
770,2306,-1.0
1025,2306,-8.0
1350,2306,8.0
1599,2306,1.0
948,2307,-1.0
954,2307,1.0
1333,2307,1.0
1600,2307,-1.0
1602,2307,1.0
1601,2308,1.0
1602,2308,-1.0
1607,2309,-1.0
1608,2309,1.0
1609,2310,-1.0
1612,2310,1.0
1612,2311,-1.0
1615,2311,1.0
812,2312,1.0
948,2312,-1.0
954,2312,2.0
1614,2312,-1.0
1624,2312,1.0
1613,2313,-1.0
1614,2313,1.0
946,2314,-1.0
952,2314,3.0
1183,2314,-2.0
1184,2314,2.0
1609,2314,-1.0
1616,2314,1.0
529,2315,1.0
1183,2315,-1.0
1184,2315,1.0
1605,2315,1.0
1616,2315,-1.0
1617,2316,-1.0
1618,2316,1.0
789,2317,1.0
948,2317,-1.0
954,2317,2.0
1611,2317,-1.0
1624,2317,1.0
1610,2318,-1.0
1611,2318,1.0
369,2319,1.0
882,2319,-1.0
1604,2319,1.0
1605,2319,-1.0
870,2320,1.0
948,2320,-1.0
954,2320,2.0
1618,2320,-1.0
1624,2320,1.0
787,2321,1.0
810,2321,-1.0
1609,2321,-1.0
1612,2321,1.0
529,2322,1.0
887,2322,1.0
946,2322,-1.0
952,2322,-2.0
1188,2322,2.0
1634,2322,-1.0
354,2323,1.0
381,2323,-1.0
459,2323,-1.0
952,2323,1.0
1331,2323,1.0
1619,2323,-1.0
1620,2323,1.0
294,2324,1.0
946,2324,-1.0
1583,2324,-1.0
1584,2324,1.0
1,2325,-1.0
952,2325,1.0
1503,2325,1.0
1603,2325,1.0
1604,2325,-1.0
1586,2326,-1.0
1587,2326,1.0
282,2327,-1.0
354,2327,1.0
459,2327,-1.0
952,2327,1.0
1331,2327,1.0
1598,2327,-1.0
1619,2327,1.0
375,2328,1.0
946,2328,-1.0
1619,2328,1.0
1621,2328,-1.0
279,2329,-1.0
354,2329,1.0
459,2329,-1.0
952,2329,1.0
1331,2329,1.0
1598,2329,-1.0
1621,2329,1.0
354,2330,1.0
459,2330,-1.0
1606,2330,1.0
1622,2330,-1.0
1623,2331,-1.0
1624,2331,1.0
138,2332,-1.0
369,2332,1.0
882,2332,-1.0
1118,2332,1.0
765,2333,1.0
946,2333,-1.0
1585,2333,-1.0
1586,2333,1.0
1585,2334,1.0
1601,2334,-1.0
1603,2334,-1.0
1606,2334,1.0
365,2335,2.0
397,2335,-2.0
671,2335,1.0
952,2335,1.0
1629,2335,-1.0
946,2336,1.0
983,2336,-1.0
1629,2336,1.0
529,2337,4.0
549,2337,1.0
952,2337,-4.0
1629,2337,-1.0
1350,2338,1.0
1372,2338,-1.0
1622,2338,1.0
1630,2338,-1.0
952,2339,1.0
954,2339,-1.0
1630,2339,1.0
1632,2339,-1.0
952,2340,1.0
954,2340,-1.0
1630,2340,1.0
1632,2340,-1.0
1631,2341,-1.0
1632,2341,1.0
952,2342,1.0
1183,2342,-1.0
1184,2342,1.0
1248,2342,1.0
1634,2342,-1.0
1636,2343,-1.0
1637,2343,1.0
1635,2344,1.0
1637,2344,-1.0
390,2345,1.0
529,2345,1.0
943,2345,1.0
946,2345,-2.0
1214,2345,-1.0
1633,2345,-1.0
354,2346,1.0
459,2346,-1.0
684,2346,1.0
685,2346,-1.0
946,2347,-1.0
1410,2347,1.0
1630,2347,1.0
1638,2347,-1.0
845,2348,1.0
932,2348,-1.0
952,2348,1.0
1622,2348,1.0
1638,2348,-1.0
952,2349,1.0
954,2349,-1.0
1638,2349,1.0
1640,2349,-1.0
952,2350,1.0
954,2350,-1.0
1638,2350,1.0
1640,2350,-1.0
1639,2351,-1.0
1640,2351,1.0
946,2352,-1.0
952,2352,2.0
1066,2352,1.0
1582,2352,-1.0
1622,2352,1.0
207,2353,1.0
369,2353,-1.0
882,2353,1.0
1642,2353,-1.0
400,2354,1.0
459,2354,-1.0
1350,2354,1.0
1557,2354,-1.0
1642,2354,-1.0
1645,2354,1.0
354,2355,1.0
459,2355,-1.0
946,2355,-1.0
952,2355,1.0
1331,2355,1.0
1642,2355,1.0
1644,2355,-1.0
952,2356,1.0
954,2356,-1.0
1642,2356,1.0
1644,2356,-1.0
1643,2357,-1.0
1644,2357,1.0
207,2358,-1.0
378,2358,-1.0
1394,2358,1.0
1642,2358,1.0
1420,2359,1.0
1658,2359,-1.0
946,2360,-1.0
952,2360,1.0
1183,2360,-1.0
1184,2360,1.0
1633,2360,1.0
1646,2360,-1.0
952,2361,1.0
954,2361,-1.0
1646,2361,1.0
1648,2361,-1.0
1647,2362,-1.0
1648,2362,1.0
1646,2363,1.0
1648,2363,-1.0
1651,2364,-1.0
1652,2364,1.0
1350,2365,1.0
1372,2365,-1.0
1646,2365,-1.0
1650,2365,1.0
946,2366,-1.0
1410,2366,1.0
1646,2366,1.0
1654,2366,-1.0
952,2367,1.0
954,2367,-1.0
1654,2367,1.0
1656,2367,-1.0
1655,2368,-1.0
1656,2368,1.0
1659,2369,-1.0
1662,2369,1.0
771,2370,1.0
860,2370,-1.0
354,2371,1.0
459,2371,-1.0
952,2371,1.0
1657,2371,1.0
1662,2371,-1.0
354,2372,1.0
459,2372,-1.0
952,2372,1.0
1658,2372,1.0
1663,2372,-1.0
952,2373,1.0
954,2373,-1.0
1663,2373,1.0
1665,2373,-1.0
1664,2374,-1.0
1665,2374,1.0
354,2375,1.0
459,2375,-1.0
946,2375,-1.0
952,2375,1.0
1331,2375,1.0
1659,2375,1.0
1661,2375,-1.0
952,2376,1.0
954,2376,-1.0
1659,2376,1.0
1661,2376,-1.0
1660,2377,-1.0
1661,2377,1.0
354,2378,1.0
459,2378,-1.0
946,2378,-1.0
952,2378,1.0
1331,2378,1.0
1666,2378,-1.0
1668,2378,1.0
952,2379,1.0
954,2379,-1.0
1666,2379,-1.0
1668,2379,1.0
1666,2380,1.0
1668,2380,-1.0
354,2381,1.0
459,2381,-1.0
946,2381,-1.0
952,2381,1.0
1331,2381,1.0
1666,2381,1.0
1668,2381,-1.0
1667,2382,-1.0
1668,2382,1.0
