i,k,s,rxn,met
43,2701,2.0,r0546,h_m
44,2701,1.0,r0546,nadh_m
46,2701,-1.0,r0546,h2o_m
47,2701,-1.0,r0546,nad_m
1948,2701,-1.0,r0546,pacald_m
1949,2701,1.0,r0546,pac_m
43,2702,2.0,r0548,h_m
45,2702,1.0,r0548,nadph_m
46,2702,-1.0,r0548,h2o_m
48,2702,-1.0,r0548,nadp_m
1948,2702,-1.0,r0548,pacald_m
1949,2702,1.0,r0548,pac_m
8,2703,2.0,r0553,h_c
11,2703,-1.0,r0553,nadp_c
12,2703,1.0,r0553,nadph_c
13,2703,-1.0,r0553,h2o_c
249,2703,1.0,r0553,glyb_c
1259,2703,-1.0,r0553,betald_c
130,2704,-1.0,r0555,coa_m
402,2704,1.0,r0555,accoa_m
1263,2704,1.0,r0555,dhlam_m
1930,2704,-1.0,r0555,HC00682_m
130,2705,1.0,r0556,coa_m
851,2705,-1.0,r0556,succoa_m
1263,2705,-1.0,r0556,dhlam_m
1931,2705,1.0,r0556,HC00695_m
130,2706,-1.0,r0557,coa_m
805,2706,1.0,r0557,glutcoa_m
1263,2706,1.0,r0557,dhlam_m
1943,2706,-1.0,r0557,HC01712_m
7,2707,-1.0,r0558,nad_c
8,2707,2.0,r0558,h_c
10,2707,1.0,r0558,nadh_c
13,2707,-1.0,r0558,h2o_c
1950,2707,-1.0,r0558,HC01522_c
1951,2707,1.0,r0558,HC00460_c
3,2708,-1.0,r0559,o2_c
5,2708,1.0,r0559,h2o2_c
8,2708,1.0,r0559,h_c
13,2708,-1.0,r0559,h2o_c
1950,2708,-1.0,r0559,HC01522_c
1951,2708,1.0,r0559,HC00460_c
164,2709,1.0,r0568,cys_L_c
789,2709,1.0,r0568,5oxpro_c
1618,2709,-1.0,r0568,glucys_c
1033,2710,-1.0,r0570,2dr1p_c
1356,2710,1.0,r0570,2dr5p_c
43,2711,1.0,r0571,h_m
46,2711,-1.0,r0571,h2o_m
130,2711,1.0,r0571,coa_m
849,2711,-1.0,r0571,mmcoa_S_m
856,2711,1.0,r0571,HC00900_m
385,2712,-1.0,r0573,coa_r
386,2712,-1.0,r0573,atp_r
387,2712,1.0,r0573,ppi_r
388,2712,1.0,r0573,amp_r
1952,2712,-1.0,r0573,cholate_r
1953,2712,1.0,r0573,cholcoa_r
8,2713,1.0,r0578,h_c
50,2713,-1.0,r0578,atp_c
52,2713,1.0,r0578,adp_c
417,2713,-1.0,r0578,ptth_c
1689,2713,1.0,r0578,pan4p_c
43,2714,1.0,r0579,h_m
131,2714,-1.0,r0579,atp_m
608,2714,1.0,r0579,adp_m
1954,2714,-1.0,r0579,ptth_m
1955,2714,1.0,r0579,pan4p_m
8,2715,-1.0,r0580,h_c
37,2715,1.0,r0580,co2_c
417,2715,1.0,r0580,ptth_c
1956,2715,-1.0,r0580,HC01231_c
43,2716,-1.0,r0590,h_m
131,2716,-1.0,r0590,atp_m
132,2716,1.0,r0590,ppi_m
1916,2716,1.0,r0590,dpcoa_m
1955,2716,-1.0,r0590,pan4p_m
8,2717,2.0,DPCOAPP,h_c
13,2717,-1.0,DPCOAPP,h2o_c
135,2717,1.0,DPCOAPP,amp_c
1542,2717,-1.0,DPCOAPP,dpcoa_c
1689,2717,1.0,DPCOAPP,pan4p_c
130,2718,-1.0,r0604,coa_m
839,2718,1.0,r0604,2mbcoa_m
1263,2718,1.0,r0604,dhlam_m
1957,2718,-1.0,r0604,HC01376_m
43,2719,-1.0,r0614,h_m
342,2719,1.0,r0614,co2_m
1955,2719,1.0,r0614,pan4p_m
1958,2719,-1.0,r0614,4ppcys_m
7,2720,-1.0,r0615,nad_c
8,2720,2.0,r0615,h_c
10,2720,1.0,r0615,nadh_c
145,2720,-1.0,r0615,4hpro_LT_c
1959,2720,1.0,r0615,1p3h5c_c
8,2721,2.0,r0617,h_c
11,2721,-1.0,r0617,nadp_c
12,2721,1.0,r0617,nadph_c
145,2721,-1.0,r0617,4hpro_LT_c
1959,2721,1.0,r0617,1p3h5c_c
1261,2722,-1.0,r0620,lpam_m
1920,2722,1.0,r0620,thmpp_m
1921,2722,-1.0,r0620,HC01435_m
1931,2722,1.0,r0620,HC00695_m
35,2723,1.0,r0629,coa_c
118,2723,-1.0,r0629,gly_c
246,2723,1.0,r0629,gchola_c
380,2723,-1.0,r0629,cholcoa_c
35,2724,1.0,r0630,coa_c
319,2724,-1.0,r0630,taur_c
321,2724,1.0,r0630,tchola_c
380,2724,-1.0,r0630,cholcoa_c
43,2725,1.0,r0638,h_m
45,2725,1.0,r0638,nadph_m
48,2725,-1.0,r0638,nadp_m
1178,2725,1.0,r0638,dd2coa_m
1420,2725,-1.0,r0638,ddcacoa_m
13,2726,-1.0,r0641,h2o_c
121,2726,1.0,r0641,glu_L_c
275,2726,-1.0,r0641,leuktrC4_c
1904,2726,1.0,r0641,leuktrD4_c
7,2727,-1.0,r0642,nad_c
8,2727,2.0,r0642,h_c
10,2727,1.0,r0642,nadh_c
13,2727,-1.0,r0642,h2o_c
1083,2727,1.0,r0642,HC00900_c
1084,2727,-1.0,r0642,2mop_c
7,2728,-1.0,AM6SAD,nad_c
8,2728,2.0,AM6SAD,h_c
10,2728,1.0,AM6SAD,nadh_c
13,2728,-1.0,AM6SAD,h2o_c
1680,2728,-1.0,AM6SAD,am6sa_c
1790,2728,1.0,AM6SAD,amuco_c
385,2729,-1.0,r0650,coa_r
386,2729,-1.0,r0650,atp_r
387,2729,1.0,r0650,ppi_r
388,2729,1.0,r0650,amp_r
1960,2729,-1.0,r0650,C02528_r
1961,2729,1.0,r0650,dcholcoa_r
35,2730,-1.0,r0651,coa_c
50,2730,-1.0,r0651,atp_c
135,2730,1.0,r0651,amp_c
136,2730,1.0,r0651,ppi_c
381,2730,1.0,r0651,dcholcoa_c
382,2730,-1.0,r0651,C02528_c
43,2731,1.0,r0652,h_m
45,2731,1.0,r0652,nadph_m
48,2731,-1.0,r0652,nadp_m
1419,2731,-1.0,r0652,tdcoa_m
1760,2731,1.0,r0652,tetdece1coa_m
130,2732,-1.0,r0653,coa_m
402,2732,1.0,r0653,accoa_m
1419,2732,1.0,r0653,tdcoa_m
1962,2732,-1.0,r0653,3ohdcoa_m
130,2733,-1.0,r0656,coa_m
841,2733,1.0,r0656,ivcoa_m
1263,2733,1.0,r0656,dhlam_m
1933,2733,-1.0,r0656,HC01377_m
43,2734,-1.0,r0670,h_m
342,2734,1.0,r0670,co2_m
847,2734,-1.0,r0670,3mop_m
1261,2734,-1.0,r0670,lpam_m
1957,2734,1.0,r0670,HC01376_m
8,2735,1.0,r0671,h_c
136,2735,1.0,r0671,ppi_c
164,2735,-1.0,r0671,cys_L_c
500,2735,-1.0,r0671,ctp_c
878,2735,-1.0,r0671,4ppan_c
923,2735,1.0,r0671,cmp_c
1688,2735,1.0,r0671,4ppcys_c
8,2736,1.0,r0679,h_c
50,2736,-1.0,r0679,atp_c
52,2736,1.0,r0679,adp_c
1688,2736,1.0,r0679,4ppcys_c
1956,2736,-1.0,r0679,HC01231_c
43,2737,1.0,r0680,h_m
131,2737,-1.0,r0680,atp_m
608,2737,1.0,r0680,adp_m
1958,2737,1.0,r0680,4ppcys_m
1963,2737,-1.0,r0680,HC01231_m
43,2738,1.0,r0686,h_m
45,2738,1.0,r0686,nadph_m
46,2738,-2.0,r0686,h2o_m
48,2738,-1.0,r0686,nadp_m
774,2738,-1.0,r0686,1p3h5c_m
1470,2738,1.0,r0686,e4hglu_m
43,2739,1.0,r0714,h_m
44,2739,1.0,r0714,nadh_m
47,2739,-1.0,r0714,nad_m
1893,2739,-1.0,r0714,3hexdcoa_m
1962,2739,1.0,r0714,3ohdcoa_m
46,2740,-1.0,r0716,h2o_m
1429,2740,-1.0,r0716,hdd2coa_m
1893,2740,1.0,r0716,3hexdcoa_m
55,2741,-1.0,r0744,h2o_x
368,2741,-1.0,r0744,cholcoads_x
375,2741,1.0,r0744,HC01459_x
43,2742,2.0,r0753,h_m
45,2742,1.0,r0753,nadph_m
46,2742,-1.0,r0753,h2o_m
48,2742,-1.0,r0753,nadp_m
1085,2742,-1.0,r0753,34dhmald_m
1086,2742,1.0,r0753,34dhoxmand_m
43,2743,2.0,r0754,h_m
44,2743,1.0,r0754,nadh_m
46,2743,-1.0,r0754,h2o_m
47,2743,-1.0,r0754,nad_m
1087,2743,-1.0,r0754,3mox4hpac_m
1088,2743,1.0,r0754,homoval_m
7,2744,1.0,r0782,nad_c
8,2744,-1.0,r0782,h_c
10,2744,-1.0,r0782,nadh_c
1551,2744,1.0,r0782,gdpfuc_c
1612,2744,-1.0,r0782,gdpddman_c
2,2745,1.0,r0783,h_r
30,2745,1.0,r0783,nadph_r
32,2745,-1.0,r0783,nadp_r
1531,2745,1.0,r0783,chlstol_r
1532,2745,-1.0,r0783,lthstrl_r
7,2746,-1.0,r0784,nad_c
8,2746,1.0,r0784,h_c
10,2746,1.0,r0784,nadh_c
1058,2746,-1.0,r0784,xylt_c
1715,2746,1.0,r0784,xylu_L_c
674,2747,-1.0,r0786,sphs1p_c
927,2747,1.0,r0786,ethamp_c
1964,2747,1.0,r0786,HC02228_c
13,2748,-1.0,r0787,h2o_c
53,2748,1.0,r0787,pi_c
650,2748,1.0,r0787,sphgn_c
663,2748,-1.0,r0787,sph1p_c
8,2749,2.0,r0788,h_c
763,2749,-1.0,r0788,amet_c
803,2749,1.0,r0788,ahcys_c
1944,2749,-1.0,r0788,HC00718_c
1965,2749,1.0,r0788,HC01842_c
670,2750,1.0,r0789,cholp_c
763,2750,-1.0,r0789,amet_c
803,2750,1.0,r0789,ahcys_c
1965,2750,-1.0,r0789,HC01842_c
8,2751,2.0,r0795,h_c
13,2751,-1.0,r0795,h2o_c
314,2751,1.0,r0795,so4_c
818,2751,1.0,r0795,HC00250_c
1156,2751,-1.0,r0795,HC01501_c
35,2752,1.0,r0797,coa_c
118,2752,-1.0,r0797,gly_c
381,2752,-1.0,r0797,dcholcoa_c
1825,2752,1.0,r0797,dgchol_c
91,2753,1.0,r0801,gdp_c
451,2753,-1.0,r0801,gtp_c
1125,2753,1.0,r0801,gtp_m
1126,2753,-1.0,r0801,gdp_m
159,2754,1.0,r0809,adn_e
160,2754,-1.0,r0809,adn_c
266,2754,-1.0,r0809,ins_e
267,2754,1.0,r0809,ins_c
50,2755,-1.0,r0812,atp_c
135,2755,1.0,r0812,amp_c
889,2755,1.0,r0812,atp_x
890,2755,-1.0,r0812,amp_x
1,2756,-1.0,r0813,h2o_r
2,2756,1.0,r0813,h_r
184,2756,1.0,r0813,bildglcur_e
386,2756,-1.0,r0813,atp_r
605,2756,1.0,r0813,adp_r
657,2756,1.0,r0813,pi_r
718,2756,-1.0,r0813,bildglcur_r
307,2757,-1.0,r0817,citr_L_c
308,2757,1.0,r0817,citr_L_e
632,2758,-1.0,r0818,dump_m
1032,2758,1.0,r0818,dump_c
120,2759,-1.0,r0819,akg_c
123,2759,1.0,r0819,akg_m
317,2759,1.0,r0819,succ_c
853,2759,-1.0,r0819,succ_m
317,2760,1.0,r0821,succ_c
825,2760,-1.0,r0821,fum_c
853,2760,-1.0,r0821,succ_m
1154,2760,1.0,r0821,fum_m
825,2761,-1.0,r0822,fum_c
1153,2761,-1.0,r0822,mal_L_m
1154,2761,1.0,r0822,fum_m
1490,2761,1.0,r0822,mal_L_c
314,2762,1.0,r0829,so4_c
317,2762,-1.0,r0829,succ_c
853,2762,1.0,r0829,succ_m
1583,2762,-1.0,r0829,so4_m
317,2763,-1.0,r0830,succ_c
853,2763,1.0,r0830,succ_m
1155,2763,1.0,r0830,so3_c
1329,2763,-1.0,r0830,so3_m
53,2764,1.0,r0834,pi_c
855,2764,-1.0,r0834,pi_m
1966,2764,-1.0,r0834,HC00319_c
1967,2764,1.0,r0834,HC00319_m
314,2765,1.0,r0835,so4_c
1583,2765,-1.0,r0835,so4_m
1966,2765,-1.0,r0835,HC00319_c
1967,2765,1.0,r0835,HC00319_m
1155,2766,1.0,r0836,so3_c
1329,2766,-1.0,r0836,so3_m
1966,2766,-1.0,r0836,HC00319_c
1967,2766,1.0,r0836,HC00319_m
4,2767,-1.0,r0838,nh4_c
794,2767,1.0,r0838,nh4_m
1538,2768,1.0,r0839,orot_c
1875,2768,-1.0,r0839,orot_e
1008,2769,-1.0,r0840,r5p_c
1924,2769,1.0,r0840,r5p_r
1362,2770,-1.0,r0841,ru5p_D_c
1901,2770,1.0,r0841,ru5p_D_r
461,2771,-1.0,r0842,udpg_c
689,2771,1.0,r0842,udpg_r
555,2772,-1.0,r0845,uacgam_c
636,2772,1.0,r0845,ump_c
1070,2772,-1.0,r0845,ump_r
1919,2772,1.0,r0845,uacgam_r
50,2773,-1.0,r0853,atp_c
53,2773,1.0,r0853,pi_c
131,2773,1.0,r0853,atp_m
855,2773,-1.0,r0853,pi_m
50,2774,1.0,r0860,atp_c
52,2774,-1.0,r0860,adp_c
889,2774,-1.0,r0860,atp_x
1544,2774,1.0,r0860,adp_x
648,2775,1.0,r0870,fad_c
1093,2775,-1.0,r0870,fad_e
120,2776,1.0,r0879,akg_c
142,2776,-1.0,r0879,na1_e
144,2776,1.0,r0879,na1_c
1491,2776,-1.0,r0879,akg_e
142,2777,-1.0,r0881,na1_e
144,2777,1.0,r0881,na1_c
155,2777,-1.0,r0881,ac_e
156,2777,1.0,r0881,ac_c
53,2778,1.0,r0885,pi_c
347,2778,-1.0,r0885,gthrd_c
362,2778,1.0,r0885,gthrd_m
855,2778,-1.0,r0885,pi_m
455,2779,-1.0,r0892,utp_c
1040,2779,1.0,r0892,utp_e
1105,2780,-1.0,r0899,ala_B_c
1717,2780,1.0,r0899,ala_B_e
6,2781,-1.0,r0911,pro_L_c
121,2781,1.0,r0911,glu_L_c
124,2781,-1.0,r0911,glu_L_m
779,2781,1.0,r0911,pro_L_m
1148,2782,1.0,r0913,icit_c
1151,2782,-1.0,r0913,icit_m
1153,2782,1.0,r0913,mal_L_m
1490,2782,-1.0,r0913,mal_L_c
201,2783,-1.0,r0915,cit_c
317,2783,1.0,r0915,succ_c
853,2783,-1.0,r0915,succ_m
1150,2783,1.0,r0915,cit_m
201,2784,-1.0,r0917,cit_c
1148,2784,1.0,r0917,icit_c
1150,2784,1.0,r0917,cit_m
1151,2784,-1.0,r0917,icit_m
327,2785,-1.0,r0921,thym_c
1927,2785,1.0,r0921,thym_m
1,2786,-1.0,r0924,h2o_r
2,2786,1.0,r0924,h_r
198,2786,1.0,r0924,chsterol_e
367,2786,-1.0,r0924,chsterol_r
386,2786,-1.0,r0924,atp_r
605,2786,1.0,r0924,adp_r
657,2786,1.0,r0924,pi_r
357,2787,1.0,r0931,arachd_r
1968,2787,-1.0,r0931,arachd_l
230,2788,1.0,r0932,arachd_c
1968,2788,-1.0,r0932,arachd_l
51,2789,-1.0,r0941,hco3_c
343,2789,1.0,r0941,hco3_m
1393,2790,-1.0,r0942,creat_c
1520,2790,1.0,r0942,creat_e
282,2791,-1.0,r0946,orn_e
283,2791,1.0,r0946,orn_c
307,2791,-1.0,r0946,citr_L_c
308,2791,1.0,r0946,citr_L_e
283,2792,1.0,r0947,orn_c
307,2792,-1.0,r0947,citr_L_c
341,2792,-1.0,r0947,orn_m
1073,2792,1.0,r0947,citr_L_m
1047,2793,1.0,r0950,dgmp_c
1529,2793,-1.0,r0950,dgmp_m
692,2794,-1.0,r0954,mev_R_c
1642,2794,1.0,r0954,mev_R_x
144,2795,-1.0,r0960,na1_c
189,2795,-1.0,r0960,bilirub_c
717,2795,1.0,r0960,bilirub_r
1969,2795,1.0,r0960,na1_r
142,2796,-1.0,r0961,na1_e
144,2796,1.0,r0961,na1_c
188,2796,-1.0,r0961,bilirub_e
189,2796,1.0,r0961,bilirub_c
1557,2797,-1.0,r0962,fol_c
1945,2797,1.0,r0962,fol_m
1557,2798,1.0,r0963,fol_c
1718,2798,-1.0,r0963,fol_e
195,2799,-1.0,r0970,cholate_c
1952,2799,1.0,r0970,cholate_r
417,2800,1.0,r0973,ptth_c
1954,2800,-1.0,r0973,ptth_m
142,2801,-1.0,r0974,na1_e
144,2801,1.0,r0974,na1_c
289,2801,-1.0,r0974,pnto_R_e
290,2801,1.0,r0974,pnto_R_c
1061,2802,1.0,r0975,56dthm_c
1928,2802,-1.0,r0975,56dthm_m
1970,2803,-1.0,r0983,strdnc_l
1971,2803,1.0,r0983,strdnc_r
1202,2804,1.0,r0984,strdnc_c
1970,2804,-1.0,r0984,strdnc_l
1972,2805,-1.0,r0986,lnlc_l
1973,2805,1.0,r0986,lnlc_r
1197,2806,1.0,r0987,lnlc_c
1972,2806,-1.0,r0987,lnlc_l
380,2807,1.0,r0989,cholcoa_c
1953,2807,-1.0,r0989,cholcoa_r
365,2808,-1.0,r0990,cholcoa_x
380,2808,1.0,r0990,cholcoa_c
245,2809,-1.0,r0992,gchola_e
246,2809,1.0,r0992,gchola_c
1841,2809,-1.0,r0992,HC01787_e
1974,2809,1.0,r0992,HC01787_c
8,2810,1.0,r0993,h_c
13,2810,-1.0,r0993,h2o_c
50,2810,-1.0,r0993,atp_c
52,2810,1.0,r0993,adp_c
53,2810,1.0,r0993,pi_c
382,2810,-1.0,r0993,C02528_c
1835,2810,1.0,r0993,C02528_e
382,2811,-1.0,r0994,C02528_c
1960,2811,1.0,r0994,C02528_r
207,2812,-1.0,r0995,crn_c
1127,2812,1.0,r0995,acrn_c
1176,2812,1.0,r0995,crn_r
1177,2812,-1.0,r0995,acrn_r
207,2813,-1.0,r0998,crn_c
1176,2813,1.0,r0998,crn_r
1501,2813,1.0,r0998,pmtcrn_c
1938,2813,-1.0,r0998,pmtcrn_r
207,2814,-1.0,r0999,crn_c
1417,2814,1.0,r0999,crn_x
1501,2814,1.0,r0999,pmtcrn_c
1939,2814,-1.0,r0999,pmtcrn_x
207,2815,-1.0,r1004,crn_c
1176,2815,1.0,r1004,crn_r
1935,2815,-1.0,r1004,HC10859_r
1936,2815,1.0,r1004,HC10859_c
207,2816,1.0,r1006,crn_c
1417,2816,-1.0,r1006,crn_x
1936,2816,-1.0,r1006,HC10859_c
1937,2816,1.0,r1006,HC10859_x
207,2817,-1.0,r1007,crn_c
1171,2817,1.0,r1007,arachdcrn_c
1176,2817,1.0,r1007,crn_r
1941,2817,-1.0,r1007,arachdcrn_r
207,2818,-1.0,r1008,crn_c
1171,2818,1.0,r1008,arachdcrn_c
1417,2818,1.0,r1008,crn_x
1942,2818,-1.0,r1008,arachdcrn_x
1956,2819,-1.0,r1010,HC01231_c
1963,2819,1.0,r1010,HC01231_m
55,2820,-1.0,r1017,h2o_x
56,2820,1.0,r1017,h_x
320,2820,1.0,r1017,tchola_e
366,2820,-1.0,r1017,tchola_x
889,2820,-1.0,r1017,atp_x
1367,2820,1.0,r1017,pi_x
1544,2820,1.0,r1017,adp_x
381,2821,1.0,r1018,dcholcoa_c
1961,2821,-1.0,r1018,dcholcoa_r
1,2822,-1.0,r1024,h2o_r
2,2822,1.0,r1024,h_r
386,2822,-1.0,r1024,atp_r
605,2822,1.0,r1024,adp_r
657,2822,1.0,r1024,pi_r
1492,2822,1.0,r1024,xol7aone_c
1628,2822,-1.0,r1024,xol7aone_r
1,2823,-1.0,r1025,h2o_r
2,2823,1.0,r1025,h_r
386,2823,-1.0,r1025,atp_r
605,2823,1.0,r1025,adp_r
657,2823,1.0,r1025,pi_r
1493,2823,1.0,r1025,xoldiolone_c
1679,2823,-1.0,r1025,xoldiolone_r
8,2824,1.0,r1026,h_c
13,2824,-1.0,r1026,h2o_c
50,2824,-1.0,r1026,atp_c
52,2824,1.0,r1026,adp_c
53,2824,1.0,r1026,pi_c
1824,2824,1.0,r1026,dgchol_e
1825,2824,-1.0,r1026,dgchol_c
1824,2825,-1.0,r1027,dgchol_e
1825,2825,1.0,r1027,dgchol_c
1841,2825,-1.0,r1027,HC01787_e
1974,2825,1.0,r1027,HC01787_c
8,2826,1.0,r1028,h_c
13,2826,-1.0,r1028,h2o_c
50,2826,-1.0,r1028,atp_c
52,2826,1.0,r1028,adp_c
53,2826,1.0,r1028,pi_c
383,2826,-1.0,r1028,tdchola_c
1888,2826,1.0,r1028,tdchola_e
55,2827,-1.0,r1029,h2o_x
56,2827,1.0,r1029,h_x
889,2827,-1.0,r1029,atp_x
1367,2827,1.0,r1029,pi_x
1544,2827,1.0,r1029,adp_x
1692,2827,-1.0,r1029,tdchola_x
1888,2827,1.0,r1029,tdchola_e
142,2828,-1.0,r1043,na1_e
144,2828,1.0,r1043,na1_c
1029,2828,1.0,r1043,dad_2_c
1525,2828,-1.0,r1043,dad_2_e
142,2829,-1.0,r1044,na1_e
144,2829,1.0,r1044,na1_c
1059,2829,1.0,r1044,dcyt_c
1823,2829,-1.0,r1044,dcyt_e
142,2830,-1.0,r1045,na1_e
144,2830,1.0,r1045,na1_c
1048,2830,1.0,r1045,dgsn_c
1826,2830,-1.0,r1045,dgsn_e
398,2831,1.0,r1052,chsterol_c
1072,2831,-1.0,r1052,chsterol_l
311,2832,-1.0,r1078,tyr_L_c
833,2832,1.0,r1078,tyr_L_m
1092,2833,1.0,r1106,ribflv_c
1886,2833,-1.0,r1106,ribflv_e
712,2834,1.0,r1109,ac_m
1149,2834,1.0,r1109,oaa_m
1150,2834,-1.0,r1109,cit_m
50,2835,-1.0,r1116,atp_c
1012,2835,1.0,r1116,atp_e
1049,2836,-1.0,r1117,dtmp_c
1057,2836,1.0,r1117,dtmp_m
142,2837,-1.0,r1143,na1_e
144,2837,1.0,r1143,na1_c
181,2837,-1.0,r1143,asp_L_e
182,2837,1.0,r1143,asp_L_c
121,2838,1.0,r1144,glu_L_c
142,2838,-1.0,r1144,na1_e
144,2838,1.0,r1144,na1_c
210,2838,-1.0,r1144,glu_L_e
120,2839,-1.0,r1147,akg_c
123,2839,1.0,r1147,akg_m
1148,2839,1.0,r1147,icit_c
1151,2839,-1.0,r1147,icit_m
120,2840,-1.0,r1148,akg_c
1081,2840,1.0,r1148,akg_x
1148,2840,1.0,r1148,icit_c
1152,2840,-1.0,r1148,icit_x
44,2841,1.0,r1154,nadh_m
47,2841,-1.0,r1154,nad_m
130,2841,-1.0,r1154,coa_m
133,2841,1.0,r1154,ppcoa_m
342,2841,1.0,r1154,co2_m
1975,2841,-1.0,r1154,2obut_m
8,2842,-1.0,r1155,h_c
43,2842,1.0,r1155,h_m
126,2842,-1.0,r1155,2obut_c
1975,2842,1.0,r1155,2obut_m
8,2843,1.0,r1156,h_c
337,2843,-1.0,r1156,uri_c
636,2843,1.0,r1156,ump_c
1039,2843,1.0,r1156,dudp_c
1043,2843,-1.0,r1156,dutp_c
8,2844,1.0,r1162,h_c
13,2844,-1.0,r1162,h2o_c
50,2844,-1.0,r1162,atp_c
52,2844,1.0,r1162,adp_c
53,2844,1.0,r1162,pi_c
313,2844,1.0,r1162,so4_e
314,2844,-1.0,r1162,so4_c
367,2845,-1.0,r1164,chsterol_r
385,2845,1.0,r1164,coa_r
1830,2845,-1.0,r1164,pmtcoa_r
1976,2845,1.0,r1164,HC02020_r
367,2846,-1.0,r1165,chsterol_r
385,2846,1.0,r1165,coa_r
1977,2846,-1.0,r1165,hdd2coa_r
1978,2846,1.0,r1165,HC02021_r
367,2847,-1.0,r1167,chsterol_r
385,2847,1.0,r1167,coa_r
447,2847,-1.0,r1167,odecoa_r
1979,2847,1.0,r1167,HC02023_r
367,2848,-1.0,r1168,chsterol_r
385,2848,1.0,r1168,coa_r
1756,2848,-1.0,r1168,lnlccoa_r
1980,2848,1.0,r1168,HC02024_r
367,2849,-1.0,r1169,chsterol_r
385,2849,1.0,r1169,coa_r
1981,2849,-1.0,r1169,lnlncgcoa_r
1982,2849,1.0,r1169,HC02025_r
367,2850,-1.0,r1170,chsterol_r
385,2850,1.0,r1170,coa_r
1981,2850,-1.0,r1170,lnlncgcoa_r
1983,2850,1.0,r1170,HC02026_r
367,2851,-1.0,r1171,chsterol_r
385,2851,1.0,r1171,coa_r
1940,2851,-1.0,r1171,arachdcoa_r
1984,2851,1.0,r1171,HC02027_r
1,2852,-1.0,r1172,h2o_r
2,2852,1.0,r1172,h_r
367,2852,1.0,r1172,chsterol_r
594,2852,1.0,r1172,hdca_r
1976,2852,-1.0,r1172,HC02020_r
1,2853,-1.0,r1174,h2o_r
2,2853,1.0,r1174,h_r
367,2853,1.0,r1174,chsterol_r
1753,2853,1.0,r1174,hdcea_r
1978,2853,-1.0,r1174,HC02021_r
1,2854,-1.0,r1177,h2o_r
2,2854,1.0,r1177,h_r
367,2854,1.0,r1177,chsterol_r
1909,2854,1.0,r1177,ocdcea_r
1979,2854,-1.0,r1177,HC02023_r
1,2855,-1.0,r1179,h2o_r
2,2855,1.0,r1179,h_r
367,2855,1.0,r1179,chsterol_r
1973,2855,1.0,r1179,lnlc_r
1980,2855,-1.0,r1179,HC02024_r
1,2856,-1.0,r1181,h2o_r
2,2856,1.0,r1181,h_r
367,2856,1.0,r1181,chsterol_r
1982,2856,-1.0,r1181,HC02025_r
1986,2856,1.0,r1181,lnlnca_r
1,2857,-1.0,r1182,h2o_r
2,2857,1.0,r1182,h_r
367,2857,1.0,r1182,chsterol_r
1983,2857,-1.0,r1182,HC02026_r
1987,2857,1.0,r1182,lnlncg_r
1,2858,-1.0,r1183,h2o_r
2,2858,1.0,r1183,h_r
357,2858,1.0,r1183,arachd_r
367,2858,1.0,r1183,chsterol_r
1984,2858,-1.0,r1183,HC02027_r
385,2859,-1.0,r1251,coa_r
386,2859,-1.0,r1251,atp_r
387,2859,1.0,r1251,ppi_r
388,2859,1.0,r1251,amp_r
1753,2859,-1.0,r1251,hdcea_r
1977,2859,1.0,r1251,hdd2coa_r
35,2860,-1.0,r1252,coa_c
50,2860,-1.0,r1252,atp_c
135,2860,1.0,r1252,amp_c
136,2860,1.0,r1252,ppi_c
255,2860,-1.0,r1252,hdcea_c
1504,2860,1.0,r1252,hdd2coa_c
385,2861,-1.0,r1255,coa_r
386,2861,-1.0,r1255,atp_r
387,2861,1.0,r1255,ppi_r
388,2861,1.0,r1255,amp_r
447,2861,1.0,r1255,odecoa_r
1909,2861,-1.0,r1255,ocdcea_r
385,2862,-1.0,r1257,coa_r
386,2862,-1.0,r1257,atp_r
387,2862,1.0,r1257,ppi_r
388,2862,1.0,r1257,amp_r
1756,2862,1.0,r1257,lnlccoa_r
1973,2862,-1.0,r1257,lnlc_r
385,2863,-1.0,r1259,coa_r
386,2863,-1.0,r1259,atp_r
387,2863,1.0,r1259,ppi_r
388,2863,1.0,r1259,amp_r
1981,2863,1.0,r1259,lnlncgcoa_r
1986,2863,-1.0,r1259,lnlnca_r
385,2864,-1.0,r1260,coa_r
386,2864,-1.0,r1260,atp_r
387,2864,1.0,r1260,ppi_r
388,2864,1.0,r1260,amp_r
1981,2864,1.0,r1260,lnlncgcoa_r
1987,2864,-1.0,r1260,lnlncg_r
357,2865,-1.0,r1262,arachd_r
385,2865,-1.0,r1262,coa_r
386,2865,-1.0,r1262,atp_r
387,2865,1.0,r1262,ppi_r
388,2865,1.0,r1262,amp_r
1940,2865,1.0,r1262,arachdcoa_r
137,2866,1.0,r1290,fad_m
139,2866,-1.0,r1290,fadh2_m
648,2866,-1.0,r1290,fad_c
649,2866,1.0,r1290,fadh2_c
128,2867,-1.0,r1291,ppcoa_c
133,2867,1.0,r1291,ppcoa_m
128,2868,-1.0,r1292,ppcoa_c
384,2868,1.0,r1292,ppcoa_x
1987,2869,1.0,r1298,lnlncg_r
1988,2869,-1.0,r1298,lnlncg_l
1200,2870,-1.0,r1299,lnlncg_c
1988,2870,1.0,r1299,lnlncg_l
1909,2871,1.0,r1301,ocdcea_r
1985,2871,-1.0,r1301,ocdcea_l
224,2872,1.0,r1302,ocdcea_c
1985,2872,-1.0,r1302,ocdcea_l
